Row0=Port(FloquetPort1):Mode(1)	Row1=Port(FloquetPort1):Mode(2)	Row2=Port(FloquetPort1):Mode(3)	Row3=Port(FloquetPort1):Mode(4)	Row4=Port(FloquetPort1):Mode(5)	Row5=Port(FloquetPort1):Mode(6)	
Frequency   	S[1,1]_Mag  	S[1,1]_Phs  	S[1,2]_Mag  	S[1,2]_Phs  	S[1,3]_Mag  	S[1,3]_Phs  	S[1,4]_Mag  	S[1,4]_Phs  	S[1,5]_Mag  	S[1,5]_Phs  	S[1,6]_Mag  	S[1,6]_Phs  	S[2,1]_Mag  	S[2,1]_Phs  	S[2,2]_Mag  	S[2,2]_Phs  	S[2,3]_Mag  	S[2,3]_Phs  	S[2,4]_Mag  	S[2,4]_Phs  	S[2,5]_Mag  	S[2,5]_Phs  	S[2,6]_Mag  	S[2,6]_Phs  	S[3,1]_Mag  	S[3,1]_Phs  	S[3,2]_Mag  	S[3,2]_Phs  	S[3,3]_Mag  	S[3,3]_Phs  	S[3,4]_Mag  	S[3,4]_Phs  	S[3,5]_Mag  	S[3,5]_Phs  	S[3,6]_Mag  	S[3,6]_Phs  	S[4,1]_Mag  	S[4,1]_Phs  	S[4,2]_Mag  	S[4,2]_Phs  	S[4,3]_Mag  	S[4,3]_Phs  	S[4,4]_Mag  	S[4,4]_Phs  	S[4,5]_Mag  	S[4,5]_Phs  	S[4,6]_Mag  	S[4,6]_Phs  	S[5,1]_Mag  	S[5,1]_Phs  	S[5,2]_Mag  	S[5,2]_Phs  	S[5,3]_Mag  	S[5,3]_Phs  	S[5,4]_Mag  	S[5,4]_Phs  	S[5,5]_Mag  	S[5,5]_Phs  	S[5,6]_Mag  	S[5,6]_Phs  	S[6,1]_Mag  	S[6,1]_Phs  	S[6,2]_Mag  	S[6,2]_Phs  	S[6,3]_Mag  	S[6,3]_Phs  	S[6,4]_Mag  	S[6,4]_Phs  	S[6,5]_Mag  	S[6,5]_Phs  	S[6,6]_Mag  	S[6,6]_Phs  	
3.000000000000000E+08 	1.000000061489525E+00  	-1.799999993405844E+02  	2.189318227584660E-08  	-3.100755597281250E+01  	2.611446671898536E-05  	-1.592459461192943E+02  	6.477682586742423E-05  	8.595294556329159E+01  	3.207015433483254E-05  	-7.097498614985953E+01  	6.213877844852682E-05  	1.597761201728270E+02  	7.331575240568134E-09  	-1.625960981247329E+02  	1.000000017084073E+00  	3.293645473420559E-06  	6.174919944574538E-05  	-4.729816180561600E+01  	2.839279799670297E-05  	1.490152861416523E+02  	2.091587157627189E-04  	-6.423098933728635E+01  	9.428407383482029E-05  	6.751710085789722E+00  	1.806024082341280E-05  	1.636694188902291E+02  	8.624528815362763E-05  	1.313805580004587E+02  	1.259383702477580E-01  	-1.180657713695030E+02  	1.332773584296909E-01  	-1.805962682328980E+01  	2.518078106813160E-01  	-4.406347003448730E+01  	2.433593701041941E-01  	6.203529927512215E+01  	4.522106496269910E-05  	1.114434435607842E+02  	6.803105059656272E-05  	-2.878974355736971E+01  	1.274366895905729E-01  	-1.769985214270639E+01  	2.888497252437448E-01  	-1.693636386341794E+02  	2.863292571974382E-01  	1.720295370526278E+02  	2.429287983619949E-01  	-8.238389793373416E+01  	5.835852192964244E-05  	-5.799993319255815E+00  	1.530384470158648E-04  	1.216943816876795E+02  	2.151329217002594E-01  	-8.127745298958047E+01  	1.964010460021590E-01  	1.139901051616443E+02  	4.435751979100414E-01  	2.585808705542055E+01  	2.064106600486523E-01  	-7.881258543676465E+01  	5.635880110423216E-05  	1.602262179127799E+02  	1.278064983794489E-04  	-1.751929408347451E+02  	2.736354638896612E-01  	7.277503652604415E+01  	2.529521132006667E-01  	-7.977875730700077E+01  	2.488828887050857E-01  	-1.887817393359156E+01  	2.580727669370363E-01  	1.173613175405347E+02  	
