Row0=Port(FloquetPort1):Mode(1)	Row1=Port(FloquetPort1):Mode(2)	Row2=Port(FloquetPort1):Mode(3)	Row3=Port(FloquetPort1):Mode(4)	Row4=Port(FloquetPort1):Mode(5)	Row5=Port(FloquetPort1):Mode(6)	Row6=Port(FloquetPort1):Mode(7)	Row7=Port(FloquetPort1):Mode(8)	
Frequency   	S[1,1]_Mag  	S[1,1]_Phs  	S[1,2]_Mag  	S[1,2]_Phs  	S[1,3]_Mag  	S[1,3]_Phs  	S[1,4]_Mag  	S[1,4]_Phs  	S[1,5]_Mag  	S[1,5]_Phs  	S[1,6]_Mag  	S[1,6]_Phs  	S[1,7]_Mag  	S[1,7]_Phs  	S[1,8]_Mag  	S[1,8]_Phs  	S[2,1]_Mag  	S[2,1]_Phs  	S[2,2]_Mag  	S[2,2]_Phs  	S[2,3]_Mag  	S[2,3]_Phs  	S[2,4]_Mag  	S[2,4]_Phs  	S[2,5]_Mag  	S[2,5]_Phs  	S[2,6]_Mag  	S[2,6]_Phs  	S[2,7]_Mag  	S[2,7]_Phs  	S[2,8]_Mag  	S[2,8]_Phs  	S[3,1]_Mag  	S[3,1]_Phs  	S[3,2]_Mag  	S[3,2]_Phs  	S[3,3]_Mag  	S[3,3]_Phs  	S[3,4]_Mag  	S[3,4]_Phs  	S[3,5]_Mag  	S[3,5]_Phs  	S[3,6]_Mag  	S[3,6]_Phs  	S[3,7]_Mag  	S[3,7]_Phs  	S[3,8]_Mag  	S[3,8]_Phs  	S[4,1]_Mag  	S[4,1]_Phs  	S[4,2]_Mag  	S[4,2]_Phs  	S[4,3]_Mag  	S[4,3]_Phs  	S[4,4]_Mag  	S[4,4]_Phs  	S[4,5]_Mag  	S[4,5]_Phs  	S[4,6]_Mag  	S[4,6]_Phs  	S[4,7]_Mag  	S[4,7]_Phs  	S[4,8]_Mag  	S[4,8]_Phs  	S[5,1]_Mag  	S[5,1]_Phs  	S[5,2]_Mag  	S[5,2]_Phs  	S[5,3]_Mag  	S[5,3]_Phs  	S[5,4]_Mag  	S[5,4]_Phs  	S[5,5]_Mag  	S[5,5]_Phs  	S[5,6]_Mag  	S[5,6]_Phs  	S[5,7]_Mag  	S[5,7]_Phs  	S[5,8]_Mag  	S[5,8]_Phs  	S[6,1]_Mag  	S[6,1]_Phs  	S[6,2]_Mag  	S[6,2]_Phs  	S[6,3]_Mag  	S[6,3]_Phs  	S[6,4]_Mag  	S[6,4]_Phs  	S[6,5]_Mag  	S[6,5]_Phs  	S[6,6]_Mag  	S[6,6]_Phs  	S[6,7]_Mag  	S[6,7]_Phs  	S[6,8]_Mag  	S[6,8]_Phs  	S[7,1]_Mag  	S[7,1]_Phs  	S[7,2]_Mag  	S[7,2]_Phs  	S[7,3]_Mag  	S[7,3]_Phs  	S[7,4]_Mag  	S[7,4]_Phs  	S[7,5]_Mag  	S[7,5]_Phs  	S[7,6]_Mag  	S[7,6]_Phs  	S[7,7]_Mag  	S[7,7]_Phs  	S[7,8]_Mag  	S[7,8]_Phs  	S[8,1]_Mag  	S[8,1]_Phs  	S[8,2]_Mag  	S[8,2]_Phs  	S[8,3]_Mag  	S[8,3]_Phs  	S[8,4]_Mag  	S[8,4]_Phs  	S[8,5]_Mag  	S[8,5]_Phs  	S[8,6]_Mag  	S[8,6]_Phs  	S[8,7]_Mag  	S[8,7]_Phs  	S[8,8]_Mag  	S[8,8]_Phs  	
2.000000000000000E+08 	9.999999999126620E-01  	1.799999999840298E+02  	2.749066971670733E-10  	1.789776528100070E+02  	4.692212943686875E-06  	9.964688855060518E+01  	2.885779976085268E-06  	1.457112440111843E+02  	4.888577569336451E-06  	-2.828962436911897E-01  	2.281835580013873E-06  	1.638620686887458E+02  	2.962410957597586E-06  	3.344118877985730E+01  	3.706741154310972E-06  	-1.680050994934379E+02  	2.851506523358221E-10  	1.789835437036600E+02  	9.999999995124387E-01  	-9.048788044227034E-09  	1.132896464141921E-05  	9.474983487038419E+01  	9.191242319589411E-06  	-4.533897132922438E+01  	2.618758666353660E-06  	1.320580988695436E+02  	6.934751923018672E-06  	1.776908432968936E+02  	1.125787155167776E-05  	-3.247091233573121E+01  	3.740802269967477E-06  	-3.460268732435381E+00  	4.844538571244582E-06  	1.200308083525485E+02  	1.145474408941274E-05  	1.163581443911004E+02  	3.645097577386014E-01  	-4.853139767390056E+01  	1.571828234689576E-01  	-7.911742358736775E+01  	1.595049551936098E-01  	1.228029866988814E+02  	2.491875698532441E-01  	5.268277102158915E+01  	1.818126480897893E-01  	-1.473809955858073E+02  	2.308768291808190E-01  	-6.920804626447500E+01  	2.698738413920353E-06  	1.712690735530612E+02  	9.026659216068002E-06  	-2.051252673666620E+01  	1.575820102855066E-01  	-7.651251743040727E+01  	7.056232372024611E-01  	5.326241493561744E+01  	2.615918248641846E-01  	1.201491047507026E+02  	1.576485946652793E-01  	-2.305443670419077E+01  	2.968550140720151E-01  	-1.690370266060644E+02  	2.859713060051285E-01  	2.413987729477206E+01  	4.810617775723305E-06  	2.275847145562517E+01  	2.564893214388575E-06  	1.554488468273769E+02  	1.594281325520301E-01  	1.226643143679468E+02  	2.620697900467672E-01  	1.189381418193834E+02  	8.176643054196412E-01  	4.735632483390905E+01  	2.076256832118656E-01  	1.771051049650312E+02  	1.197315802935898E-01  	-8.664954325934080E+01  	1.913203626567375E-01  	5.960620952613836E+01  	2.519142939893830E-06  	-1.763693090686338E+02  	7.090599194852038E-06  	-1.595625786056808E+02  	2.473362682876210E-01  	5.359526653784204E+01  	1.586422949440467E-01  	-2.495039135914181E+01  	2.082138528838773E-01  	1.766858078708533E+02  	6.732650464277352E-01  	-8.673925232865213E+01  	1.126442942264032E-01  	-1.288220711917026E+02  	2.226459706392554E-01  	-4.167120461986511E+00  	2.994408072580182E-06  	5.067263002272816E+01  	1.163925457226833E-05  	-9.977532096468499E+00  	1.893535083334932E-01  	-1.456108298911404E+02  	2.886724588253919E-01  	-1.729996541350189E+02  	1.278177438459223E-01  	-8.857504442720777E+01  	1.143364181730956E-01  	-1.268291098443465E+02  	3.772003526681060E-01  	8.733712347101932E+01  	2.333826660822130E-01  	1.249599505243450E+01  	3.667750542289545E-06  	-1.463680328132623E+02  	3.679536183791259E-06  	2.294830943260866E+01  	2.310305794396158E-01  	-6.663198783214030E+01  	2.810528621564778E-01  	2.361599116996584E+01  	1.907797147182350E-01  	6.025617380470977E+01  	2.170621263581268E-01  	-2.789020667082293E+00  	2.273775453703104E-01  	1.086748422103716E+01  	4.519983621818341E-01  	-1.688039445761517E+02  	
